"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PIH","1347 Property Insurance Holdings, Inc.","7.45","44896307.5","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pih",
"FLWS","1-800 FLOWERS.COM, Inc.","9.12","592901897.76","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws",
"FCCY","1st Constitution Bancorp (NJ)","13.47","107124135.18","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","35.28","912583667.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"VNET","21Vianet Group, Inc.","7.84","446313026.88","56927682","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet",
"XXII","22nd Century Group, Inc","1.28","105213584.64","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/xxii",
"TWOU","2U, Inc.","35.71","1674090477.89","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/twou",
"DDD","3D Systems Corporation","15.65","1756045794.35","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ddd",
"MMM","3M Company","169.72","102578817388.52","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmm",
"WBAI","500.com Limited","19.02","787901502.9","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/wbai",
"JOBS","51job, Inc.","32.28","864890015.88","26793371","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/jobs",
"WUBA","58.com Inc.","46.09","6642765819.03","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wuba",
"CAFD","8point3 Energy Partners LP","13.97","1104583815.72","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cafd",
"EGHT","8x8 Inc","14.64","1312927863.6","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","15.9","360364564.2","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","28.96","852274902.72","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"AHC","A.H. Belo Corporation","7.26","157369647.6","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/ahc",
"ATEN","A10 Networks, Inc.","9.54","627473790.36","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/aten",
"AAC","AAC Holdings, Inc.","17.21","407899166.48","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aac",
"AAON","AAON, Inc.","29.6","1566573044","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"AIR","AAR Corp.","31.5","1076490859.5","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/air",
"AAN","Aaron&#39;s,  Inc.","22.68","1646075866.68","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aan",
"ABAX","ABAXIS, Inc.","52.5","1182982500","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax",
"ABB","ABB Ltd","22.39","47623501810.99","n/a","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/abb",
"ABT","Abbott Laboratories","40.98","60240412106.7","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abt",
"ABBV","AbbVie Inc.","61.21","99683077794.39","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abbv",
"ABEO","Abeona Therapeutics Inc.","6.54","219388897.62","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeo",
"ABEOW","Abeona Therapeutics Inc.","3.51","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeow",
"ANF","Abercrombie & Fitch Company","16.13","1091376914.17","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/anf",
"FAX","Aberdeen Asia-Pacific Income Fund Inc","5","1281545690","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fax",
"IAF","Aberdeen Australia Equity Fund Inc","5.66","128871436.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iaf",
"CH","Aberdeen Chile Fund, Inc.","6.244","58609287.268","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ch",
"ABE           ","Aberdeen Emerging Markets Smaller Company Opportunities Fund I","12.3735","119757290.955","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abe",
"FCO","Aberdeen Global Income Fund, Inc.","8.47","74231571.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fco",
"GCH","Aberdeen Greater China Fund, Inc.","9.1008","81591165.6192","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gch",
"IF","Aberdeen Indonesia Fund, Inc.","6.47","60821273.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/if",
"ISL","Aberdeen Israel Fund, Inc.","16.32","65247343.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/isl",
"JEQ","Aberdeen Japan Equity Fund, Inc. ","8.1003","110168421.7608","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jeq",
"SGF","Aberdeen Singapore Fund, Inc.","9.2","70130293.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sgf",
"ABIL","Ability Inc.","3.7","93521725.4","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/abil",
"ABMD","ABIOMED, Inc.","127.34","5479992982.94","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd",
"ABM","ABM Industries Incorporated","38.07","2122634688.93","n/a","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/abm",
"AXAS","Abraxas Petroleum Corporation","1.72","232265877.72","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"ACIU","AC Immune SA","14.48","802134688.16","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aciu",
"ACIA","Acacia Communications, Inc.","88.46","3167566214.78","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/acia",
"ACTG","Acacia Research Corporation","6","302299908","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","45.04","3937253572.8","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","25.78","2939066017.92","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad",
"AKR","Acadia Realty Trust","34.67","2623502995.65","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/akr",
"ACST","Acasti Pharma, Inc.","1.69","18103344.22","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acst",
"AXDX","Accelerate Diagnostics, Inc.","26.55","1360115400.6","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/axdx",
"XLRN","Acceleron Pharma Inc.","30.76","1156474215.16","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xlrn",
"ACN","Accenture plc","117.62","75832968169.54","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/acn",
"ANCX","Access National Corporation","24.55","259927887.7","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"ACCO","Acco Brands Corporation","9.42","1009758455.64","n/a","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/acco",
"ARAY","Accuray Incorporated","5.8","473133213.6","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray",
"ACW","Accuride Corporation New","2.48","119641355.36","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/acw",
"ACRX","AcelRx Pharmaceuticals, Inc.","3.42","154967867.64","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx",
"ACET","Aceto Corporation","19.19","568957862.16","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/acet",
"AKAO","Achaogen, Inc.","4.92","131264133.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akao",
"ACHN","Achillion Pharmaceuticals, Inc.","7.14","975901540.32","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","18.74","2195798445.08","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"ACRS","Aclaris Therapeutics, Inc.","24.41","522749840.77","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrs",
"ACU","Acme United Corporation.","19.51","64830754.5","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acu",
"ACNB","ACNB Corporation","26.31","159354565.86","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","19","876658100","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor",
"ATV","Acorn International, Inc.","9.74","37270655.44","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/atv",
"AIII","ACRE Realty Investors, Inc.","1.05","21487396.35","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiii",
"ATNM","Actinium Pharmaceuticals, Inc.","1.15","54874717.9","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atnm",
"ACTS","Actions Semiconductor Co., Ltd.","2.11","48742320.86","23100626","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/acts",
"ACPW","Active Power, Inc.","0.256","5917199.104","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/acpw",
"ATVI","Activision Blizzard, Inc","43.33","32127767796.46","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi",
"ACTA","Actua Corporation","11.96","472518347.08","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acta",
"ATU","Actuant Corporation","22.51","1326477158.5","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atu",
"AYI","Acuity Brands Inc","244.65","10736973632.7","n/a","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ayi",
"ACUR","Acura Pharmaceuticals, Inc.","1.39","16448983.39","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acur",
"ACXM","Acxiom Corporation","25.25","1954578613.5","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"ADMS","Adamas Pharmaceuticals, Inc.","15.25","334417829.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","2.9","60571804.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp",
"ADX","Adams Diversified Equity Fund, Inc.","12.99","1241093892.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adx",
"PEO","Adams Natural Resources Fund, Inc.","19.76","555114992.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peo",
"AE","Adams Resources & Energy, Inc.","36.84","155376236.64","n/a","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/ae",
"ADAP","Adaptimmune Therapeutics plc","6.01","188382199.92","31344792","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adap",
"ADK","Adcare Health Systems Inc","2.02","40296038.68","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adk",
"ADK^A","Adcare Health Systems Inc","21.55","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adk^a",
"ADUS","Addus HomeCare Corporation","27.18","311577957.18","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","1.79","18140280.65","n/a","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"AGRO","Adecoagro S.A.","11.37","1391483340","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/agro",
"ADPT","Adeptus Health Inc.","38.91","1003867338.66","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adpt",
"IOTS","Adesto Technologies Corporation","2.46","37037843.64","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/iots",
"ADMA","ADMA Biologics Inc","6.79","87500971.39","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adma",
"ADBE","Adobe Systems Incorporated","108.05","53725379511","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"ADTN","ADTRAN, Inc.","18.79","909417059.68","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","12.13","785469125.28","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adro",
"AAP","Advance Auto Parts Inc","147.96","10895799553.2","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/aap",
"AAAP","Advanced Accelerator Applications S.A.","38.01","957568027.29","25192529","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aaap",
"ADSW","Advanced Disposal Services, Inc.","20","1674870740","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adsw",
"WMS","Advanced Drainage Systems, Inc.","22.55","1237708727.75","n/a","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/wms",
"ADES","Advanced Emissions Solutions, Inc.","8.46","186439965.66","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","47.8","1896511461.6","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"AITP","Advanced Inhalation Therapies (AIT) Ltd.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aitp",
"AMD","Advanced Micro Devices, Inc.","6.62","5266592708.82","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd",
"ASX","Advanced Semiconductor Engineering, Inc.","6.12","9519953264.28","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asx",
"APFH","AdvancePierre Foods Holdings, Inc.","27.46","2112984034.22","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/apfh",
"ASIX","AdvanSix Inc.","14.98","456890000","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/asix",
"AAV","Advantage Oil & Gas Ltd","7.25","1338445373.75","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aav",
"ADXS","Advaxis, Inc.","9.79","390073915.22","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs",
"ADXSW","Advaxis, Inc.","6.41","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw",
"AVK","Advent Claymore Convertible Securities and Income Fund","14.21","335084262.17","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/avk",
"AGC","Advent Claymore Convertible Securities and Income Fund II","5.69","183200224.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agc",
"LCM","Advent/Claymore Enhanced Growth & Income Fund","8.28","112633047","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lcm",
"ADVM","Adverum Biotechnologies, Inc.","3.81","157536619.14","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/advm",
"MAUI","AdvisorShares Market Adaptive Unconstrained Income ETF","23.83","1191500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/maui",
"YPRO","AdvisorShares YieldPro ETF","23.466","18186150","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ypro",
"ACM","AECOM","27.88","4285001070.84","n/a","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm",
"ANW","Aegean Marine Petroleum Network Inc.","9.95","504423737.35","n/a","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/anw",
"AEGR","Aegerion Pharmaceuticals, Inc.","2.33","68768663.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aegr",
"AEGN","Aegion Corp","19.05","659144135.1","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","6.9","92541226.8","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agle",
"AEB","Aegon NV","24.7464","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeb",
"AED","Aegon NV","25.6","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aed",
"AEG","Aegon NV","4.22","8900669818.08","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeg",
"AEH","Aegon NV","25.34","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeh",
"AEK","Aegon NV","26.6","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek",
"AEHR","Aehr Test Systems","2.71","36129625.15","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","1.3","25815636.6","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx",
"AEPI","AEP Industries Inc.","109.83","561648763.83","n/a","n/a","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/aepi",
"AER","Aercap Holdings N.V.","40.5","7608562348.5","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aer",
"AERI","Aerie Pharmaceuticals, Inc.","38.47","1073042671.31","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri",
"ACY","AeroCentury Corp.","9.495","14875807.005","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/acy",
"HIVE","Aerohive Networks, Inc.","5.76","291451489.92","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/hive",
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","17.22","1198512000","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ajrd",
"AVAV","AeroVironment, Inc.","22.88","535106297.44","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav",
"AEZS","AEterna Zentaris Inc.","3.8","38356413.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs",
"AEMD","Aethlon Medical, Inc.","4.7286","36084670.0758","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/aemd",
"AET","Aetna Inc.","110.37","38717796000","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet",
"AMG","Affiliated Managers Group, Inc.","145.81","7855083173.07","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg",
"MGR","Affiliated Managers Group, Inc.","26.25","0","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/mgr",
"AFMD","Affimed N.V.","2.41","80155163.64","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/afmd",
"AFL","Aflac Incorporated","71.62","29333779476.62","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl",
"AFSD","Aflac Incorporated","25.72","0","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd",
"MITT","AG Mortgage Investment Trust, Inc.","15.03","419037782.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt",
"MITT^A","AG Mortgage Investment Trust, Inc.","24.89","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^a",
"MITT^B","AG Mortgage Investment Trust, Inc.","24.48","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^b",
"WGA","AG&E Holdings, Inc.","0.274","3191826","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/wga",
"AGCO","AGCO Corporation","52","4217977764","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco",
"AGEN","Agenus Inc.","6.56","570715421.12","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","7.4","212770120.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx",
"A","Agilent Technologies, Inc.","45.47","14749774809.85","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/a",
"AGYS","Agilysys, Inc.","10.73","246136564.46","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","50.45","1919439265.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio",
"AGNC","AGNC Investment Corp.","19.24","6369326521.48","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"AGNCB","AGNC Investment Corp.","25.65","8886444628.95","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb",
"AGNCP","AGNC Investment Corp.","25.51","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncp",
"AEM","Agnico Eagle Mines Limited","46.09","10375110467.04","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem",
"ADC","Agree Realty Corporation","46.92","1109087593.56","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc",
"GRO","Agria Corporation","0.858","47518871.4","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/gro",
"AGU","Agrium Inc.","89.05","12304519370","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu",
"AGFS","AgroFresh Solutions, Inc.","5.12","255853752.32","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.72","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/agfsw",
"AIMT","Aimmune Therapeutics, Inc.","16.41","693394146.06","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aimt",
"AIRI","Air Industries Group","3.94","29825957.6","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/airi",
"AL","Air Lease Corporation","29.49","3032824174.89","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al",
"AIRM","Air Methods Corporation","30.25","1152082049.25","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/airm",
"APD","Air Products and Chemicals, Inc.","132.81","28759966188.24","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd",
"AIRT","Air T, Inc.","18.66","38118442.74","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","14.66","874590663.34","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg",
"AYR","Aircastle Limited","20.15","1584477759.8","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr",
"AIRG","Airgain, Inc.","14.87","109534055.7","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/airg",
"AMCN","AirMedia Group Inc","3.31","145208657.35","43869685","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/amcn",
"AIXG","Aixtron SE","6.26","27248352.72","4352772","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aixg",
"AKS","AK Steel Holding Corporation","4.77","1136195821.53","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks",
"AKAM","Akamai Technologies, Inc.","54.28","9484043200.28","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","8.43","4216989.48","500236","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aktx",
"AKBA","Akebia Therapeutics, Inc.","8.43","320437821.72","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc","3.2","17448144","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","26.98","3400284004","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx",
"ALP^O","Alabama Power Company","29.6301","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o",
"ALG","Alamo Group, Inc.","65.24","750132194.84","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg",
"AGI","Alamos Gold Inc.","7.46","1990849439.08","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/agi",
"ALRM","Alarm.com Holdings, Inc.","29.1","1327921580.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/alrm",
"ALK","Alaska Air Group, Inc.","70.43","8669227432.26","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk",
"ALSK","Alaska Communications Systems Group, Inc.","1.69","86763932.45","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"AIN","Albany International Corporation","41.6","1335360000","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain",
"AMRI","Albany Molecular Research, Inc.","16.91","724927827.61","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/amri",
"ALB","Albemarle Corporation","81.15","9121513025.7","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb",
"ABDC","Alcentra Capital Corp.","12.88","173759391.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abdc",
"AA","Alcoa Inc.","27.11","11886600988.7","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa",
"AA^","Alcoa Inc.","91","0","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa^",
"AA^B","Alcoa Inc.","29.61","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aa^b",
